id,tweet,label
834411880466759680,"@AbhayDubey_ @Jansatta yeh deshbakt hai, yeh rape nhi karte, yeh mahila ka udhaar karte hai. Toh aap rape shabdh ko jhodke deshdroh mat karo",Hate Speech
834408586155532288,@monalithakur03 saram aana chahiye aap jaise hi ladkia rape ki karan banti h,Normal Speech
834407197304115200,@monalithakur03  aur jab rape jae to pahuch jao delhi mombatti le ke,Normal Speech
834407061626687490,@monalithakur03 kitni saram ki baat h aap jaise hi ladkia h jo is desh me rape ka karan banti h pahle offer karo unhi ko rape k liye,Normal Speech
834406618863316992,@kanhaiyajnusu  Aise log sirf police ki maujoodgi me hi ghundagardi karne ki himmat karte hain. Police (read protection) hate hi ghayab.,Normal Speech
834405175787921408,@ZeeNews sir aap aaj public se ye jarur pachna ki aap rohit bemulla ke marne par aap roye aur abhi ek bihar dalit girl ke sath  rape (1/2),Normal Speech
834403891961876481,@SanjayAzadSln @ArvindKejriwal ...are chutiyo. tumhare vidhayak kisi ka rape karte h aur bolenge mai dalit hun..kyu bdnam kr rhe dalit ko,Hate Speech
834392532947714050,"@geonews_urdu 
Afghaniyon se jaan chura lo 90% terrorism khatam ho jaegi",Normal Speech
834391582837239808,@arya_shaktar Paas ke gaon mein londo ka scorpio mein uthake rape kar lena bhi jyada rare nahi hai.saala pata bhi sabko hota hai kisne kiya!,Normal Speech
834390590351630336,"Agar UP mien SP jeeti to ek hi gaana bajega ""UP ko rape pasand hai"" yahi to yahan ke neta kehte hai "" naadani, galti""",Normal Speech
834390504578105344,@digvijaya_28 budhe wahi TOH madarasa me Quran padhake terrorists bante h AUR ham ssvm SE padhke Khali sickularvando ko hate karte h..,Normal Speech
834388825149493248,@ArvindKejriwal kya aap Vijay Jolly ka rape bhi dabane  denge jaise BJP sab apne paap daba dete hain.,Normal Speech
834387650626871297,@RanaAyyub @newslaundry freedom of speech hate speech ho jaati hai jab gen bakshi Bengal jaate hai aur ramdev jnu.,Hate Speech
834382708721721344,Vo aur desh hote honge sir. Yaha to rape ki FIR bhi nahie hoti aur log mar jaate hai https://t.co/4JdAJVXEcr,Hate Speech
834372163671031808,@ndtv Abe rNDTV ravish Kumar Ke bhai Ki khabar dikhaao rape waali,Normal Speech
834370048928124929,#gujaratkegadhe ek aur gadha Vijay Jolly rape ke male mein phansa.  Yeh gadhe multiply ho rahe hain Modi sarkar mein,Normal Speech
834365944797474816,"@ETVUPLIVE @AmitShah @BJP4India gujrat jaakr dekho miya rajsthan b dekhlo bundelkhnd me bjp wale hi rape kr rhe he, sharam karo",Hate Speech
834348090966552576,@BDUTT ji Bihar mai aapke Journalist bhai Ravish kumar ke bhai Brijesh kumar ne Dalit Ladki ka rape kiya. Is par kuch kyu nahi bol rahi.,Hate Speech
834338536841216006,@Nitesh2016yadav @RanaAyyub rapist party k bhakt ho.. chumma aur rape k siva dikhega bhu nahi tumhe kuch..,Hate Speech
834338288949420032,Koi bhi kisi ki feelings nai samjhta just hate this,Normal Speech
834328835114037248,"@INCIndia BC ye tumhare ravish ke bhai aur congressi neta ne bihar me dalit ke sath rape kiya hai, uspe kuchh kahoge???",Normal Speech
834324224550518784,Bihar rape kand me @OfficeOfRG Rahul and @INCIndia kyo chup h? Kaha h @priyankac19 shobha ojha ranjeet ranjan n others?,Normal Speech
834317994130100224,@IndianWriterV haan... duniya bhar ka hate hai 😂 @dramebaaz_ani,Normal Speech
834313560813600768,@khan_ki_cheeti @yasirfarooqkhan @TalatHussain12 na to tanzeem kaal adam hy aur nahi hi inper koi terrorism ka charge hy,Normal Speech
834309391448825856,Chem k liye Scenes saath mein hona chahiye na. Hote bhi h toh Dupes k saath hate cv's😡😡 had it not been DivAn #YHM band ho jaata abhi tak https://t.co/Eav8Zeus5k,Normal Speech
834305807093288960,@PawanHTL or vo bhi mujhe follow karke  mere tweets ko ignore karke  rt maarte mere kiye  hue rts ko.i hate them😐,Normal Speech
834305453563772929,@BaloachNadir @tameez_hussain @HamidMirGEO porki tum to sale apni 6 sal ki bacchi bhi nahi chhodte uske sath rape karte ho fir usi se nikah.,Hate Speech
834297648609898496,"@waglenikhil @India_Policy kya pta ravish ne bhi rape kiya ho ,hme kya pta ,ek hi ghar me to bade hue h dono",Hate Speech
834272947917484032,@narendramodi Sir ye hae Vikas Shamshan kabristan Eid Diwali p raajniti bina khoon bahaye Aap ko sukoon nahi milega @RanaAyyub @ravishndtv,Normal Speech
834269012594921473,"@Roshan_Kr_Rai @defencepk Ham maanthay hain Thum Terrorists nahi hon, Tho Wo Kashmir main paani ki jaga khoon kon baha raha hain?????",Normal Speech
834266611737571328,@Ajitkumar_Kanan @smritiirani @OfficeOfRG @INCIndia @rssurjewala Ganganagar mp nihalchand bhi rape accused hai us ko bhi kuch karo,Normal Speech
834265425697447936,Tumhe apna banane ka junoon jo aab dil mein hain... &lt;3 — listening to Tumhe Apna Banane Ka Junoon - Hate Story 3,Normal Speech
834264033167552512,"Those who say ""KHOON"" ka aapki soch se kucchh nahi lena FAKE GANDHI VARUN KO DEKH LIJIYE CM KE LIYE NAAM NAHI ANOUNCE HUA TOH ATTACK BJP",Normal Speech
834256712399982592,"Nushki Me Murghi Mafia Aik Dafa Pir Awam Ka Khoon Choosne Lag Gaye, Qta Me 160 Se 180 Jab K Nki Me 240 Se 260 Rupay Fee Kg Frokht Ho Raha Ha",Hate Speech
834254625545019393,Saraswati ko nafrat maante hai @INCIndia. Aur hinduon se vote maangte. https://t.co/3no3I6Q9Nw,Normal Speech
834251831308124162,@Aapka_abid @shayrana @Rekhta @ mati das ko aari se chir dene wale banda bahadur ki aantria usi ke muh me thus ne wale muje nafrat batate https://t.co/RwHEiTI4DT,Normal Speech
834244462134063104,Stop the hate. Salute Jigs Mayuga! 🌈 https://t.co/I58Jqoi6Jf,Normal Speech
834236650196783106,"@sardesairajdeep achha ye batao bihar me dalit ladki ka rape hua hai,kuch virodh karoge ki bjp rules state me kuch hone ka wait kr rhe ho",Hate Speech
834236583033335808,@beyhadh mre ko aisi feeling aa rai hai ki 1 murder or hoga ..🙃🙄,Hate Speech
834233070639316992,@htTweets bajwaa sahab ..itna nahi khaane ka nafrat ka tezaab ...khayiye pyaar ki halwa ..life hogi mawa gulaab jamun ..bas gulaab haat me,Normal Speech
834218148027039745,@INCIndia @digvijaya_28 Hum UP ke rape kuchh nahi bolenge waha jo gadhha bandhan hai SP Se,Hate Speech
834216951215972352,"@karachikhatmal Just saying k agar war on terrorism ek kahani hai, to ye thread ek major spoiler hai, spoiler kya is se zyada ab kya bolega",Normal Speech
834180388624949248,"@deeps4747 , islaye tou chata hu aap jaise humble and mannered log samjay aur samjaye ke, TarekFatah nafrat phaylata hain, aur kuch nahi",Normal Speech
834147186531262464,"@ehshaangladson ab to tune bhi kar diya tweet,ab teri gand se bhi nikleg khoon madar :/",Hate Speech
834144606661013504,@gauravbh No !!!! Usko Gujarat BJP ke Naliya rape scandal ke liye campaign karna chahiye .@sardanarohit @yadavakhilesh,Normal Speech
834139474472890370,@ashokepandit tumlogon ke khoon main hi dalali hai ghulami main angrezon ki dalali ab paki ki dala waise bhi ISI marked &amp; fully satified h https://t.co/1V3HBhNyL7,Hate Speech
834139195706847232,We can understand @ashokepandit nafart ghol diya hai tum logon pak ke naam se or pyaar bhi hai paki se ye kasoor tumhare khoon ka hai https://t.co/1V3HBhNyL7,Hate Speech
834129939700006912,"@asadmunir38 Agar Dr.Asim aisa boltey tou kub ke Phansi charhaye ja chukey hotey,Suoreme corts az khud notice le rahee hotiAurRangersChapey",Normal Speech
834124664544907265,"@yadavtejashwi Aapko to patna me murder,Gaya me rape ka pata v nahi chal pata hai aur bat karto ho ISI agent ka @narendramodi_in @BJP4India",Normal Speech
834123121682681856,@TauqeerAhsan6 @IndianExpress bhai tm hate krte rho tmse yahi umeed hai...aur muje yakin h ki umeed ni todoge..,Normal Speech
834122380188512256,@AnchanLata @NK_INDIAN aap janwar ho.khoon kitni bar use kiya apne.jb yesa hone lge to samjh jana ki pagal ho chuki aap,Hate Speech
834117500270845952,"@KingJulian789 @islamhussain055 @hnsingh @bawari_kudi @aijazmmaa good yahi karte raho,isse to hate story banta hai,koi kahega hindu jindabad",Normal Speech
834116541943791616,@IntolerantMano2 Akhilesh don't feel bad. Baap ne sikhaya ladko se Galati Ho jati hai. Bhabhji Ki chhedchhad hui hai. Rape nahi. Akhilesh😊,Normal Speech
834115376615137280,Khoon nhi kholta madam tumme bhi mnn Marta hai chummi lene ka https://t.co/tqXsayVFIw,Normal Speech
834113897779044352,@yadavakhilesh ye to achchha hai ki UP me bijli ki durdasha hai nahi to jis tarah nangi taar latki hui hai rape se jyada current se mar jate,Normal Speech
834113761518698496,@buesfun Maine bhi sunatha Pappu ke upar bhi rape case chalatha 👈 ushka kya hua???Tabhi..... Cong ka govt tha.Samajhadaro ko ishara hi kafi,Normal Speech
834111672507826179,"Jo SP k gundy atankvadhio Rape master logo par Police,Cort,Judjes,Gun kush nahi kar paai wo sab aap ki ungli Kamal Dubaa kar kar sakti. https://t.co/XiOwYOvVMa",Hate Speech
834108434777792513,Chahe cm hi kyu na hoo...jahil jahil hota hai....sanskar khoon mai hota hai https://t.co/KgCpmEJ6vz,Normal Speech
834107320720355328,"delhi ma roj rape hotai delhi ma crime kis kadar bhad gya ha ,sheela ji ka smya sa bhi jyada bhad gya ha ,vikas bhi tham sa gya ha.B.j.pjwab",Hate Speech
834104286279827456,@narendramodi Yuva dhan ki mansikta ke karan hi rape cases badhte hai. Psychologists aur sachchhe sadhu sant ki advice bahot jaruri hai.,Normal Speech
834103185988055043,@AchiBatHai chal phir mat dikhain warna murder ka case ban jaye ga tujh pr @ibtehaj_akber,Normal Speech
875829545210740738,"listening to Aye Khuda - Murder 2 By Mithoon, Saim Bhat, Kshitij Tarey",Normal Speech
834100586786217985,Vo state batai haha rape na home ho kisi parti ko nahi janta ko samne aana hoga Hassan,Normal Speech
834099570544091136,Bharat ko aazadi dilane mein ww2 ki bhi khas bhoomika rahi hai aur ww2 Hitler ki wajah se hua tha to Gandhi ke saath HITLER ko bhi yad karo,Hate Speech
834097161017163776,@ZeeNewsHindi ye video dekh kar to khoon khaul gya,Normal Speech
834095752985067521,Ye jo roz roz murder rap Ho rahe h is desh m log chutiya samajhte  h is desh ke kanoon  ko  #PMModi #NagpurPolice #BJP4BMC #BJP,Hate Speech
834095725038415873,"@narendramodi Sir, I suggest my views about rape cases. Ladies ko chahiye ki woh apne pair se unki jananendriya ko damage kare. Voh bhagega",Normal Speech
834094589300588545,Tarek Fatah Jise Kamine Ensan ko keon National Media Etna highlight karta hai.. Yeh Desh men anarchy aur Nafrat Phailana chah raha hai https://t.co/550SDAj4Ck,Hate Speech
834092878297235456,@LegalKant @yadavakhilesh @narendramodi Pardarshan ki baat to shi hai par Naare ki baat Apki galat is post se aap Nafrat phelao rhe hai,Normal Speech
834091955948756998,"Kya UP ki janta charaghotala, 2Gghotala,kisano ka muavjaghotala,rape,dange,gundaraj waloko ek bhi vote degi?",Hate Speech
834091649626206210,"@AdityaMenon22 @asadowaisi @yadavakhilesh @ Naliya gang rape might have got blessings from Mulayam,CHOTI CHOTI GALTIYA LADKO SE HO JATI HAI",Normal Speech
834091567291981825,"Bikram Singh Indian Army Chief "" Hum Pakistanio ka khoon bhahye gy tu eh Pak Army ko nuqsan hoga "" #lannat #IntelligenceAtBest #Charsadda",Normal Speech
834090687482175489,@BspUp2017 @AmbedkarCaravan haan unhi brahmino ke saath jisne inka rape kiyaa. Akhilesh hi bachayenge sab dalit ko,Normal Speech
834089902618841089,"@Live_Hindustan Yadi sapa ne up ko gaud liya hai, toh itni gundagardi, murdered, rape, chori kyon hoti hain, kya aap jawab denge",Hate Speech
834089573659574272,@INCIndia keh kaun raha hai balram singh ki beti se gang rape ka aaropi jiska leader ho usko to fasi de deni chahiye,Normal Speech
834086890244599811,@roshni586 main kab popular ho gayi bhai????😱😱😱😱aur tu mujhe hate karti hai????😭😭😭😭,Normal Speech
834086832275124224,@KushSuman @OfficeOfRG bjp Wale rajyo me murder ya rape nahi hote kya...up ki roti kha k up ko hi badnaam karte ho..,Normal Speech
834085582053789698,@Pradeep_pearl @AbhayDubey_ sir but language kya ham is desh nafrat ki or nahi le ja rahe,Normal Speech
834084012255801345,Hate karte hain phir usse shaadi kar lete aur phir pyaar waah waah 😂😂😂😂 Rangoon This Friday,Normal Speech
834080268310945792,Aaj Phir Video Song | Hate Story 2 | Arijit Singh | Jay Bhanushali | Surveen Chawla https://t.co/sT58WtJibU,Normal Speech
834066756876513281,Tv me advertising aata hai UP ke liye ki kaam bolta hai..Aaye din murder aur rape uske saath saath acid attack..Sach me kaam bolta hai...,Normal Speech
834065094409601025,I Hate Maths😡😡Matric tak pasand thi us k baad nahi :P https://t.co/s97KJ9TdZW,Normal Speech
834062702045704194,@mouchak69192232 @mamtaypatnaik @shilpafdmello @starplus Vividha can be angry on Atharv can hate him but Atharv ke allava kisi aur ki no,Hate Speech
834062534114234369,"@News18India @awasthis Gujarat BJP ke karyakarta ne rape Kiya he vo Khabar Chala APNI news par, desh ki Khabar bata, Naliyakand ke bare me,",Hate Speech
834060121189806080,Very true 👍 nafrat h sach aur Hindu aur Bhartiya culture s inhe https://t.co/WuTip1pyBS,Normal Speech
834047478752227329,"@richaanirudh 👏👏quki jinke dil me nafrat hoti he na unki bhagwan sunta h,nahi music unki kadr karta h or nafrt ho vha pyar ka to swal hi nhi",Hate Speech
834044663027888133,@kiraaknaveenk @naqvimukhtar Bhai yeh desh mera hai.. Poore desh se mera khoon ka rishta hai.. India se na hoga th kya Italy se hoga,Normal Speech
834041112323059714,@HamidMirGEO jee zaroor Q k punjab bhi pakistan ka part hai and terrorism se cover hua hai,Normal Speech
834036785055485954,Vote ke liye bjd walo ne yanhape booth jabar dakhal murder kiye.Aap aese jadu chalaea ki 2017 me president rule odisha me lagu hona chaehe,Hate Speech
834034426434699265,40 saal ke.muslim NE ek 4-5 saal ki bachhi ka rape kiya. Ye Muslims ki insaniyat  ko dikhata hai....Right? @Shehzad_Ind what's ur view?,Hate Speech
834030900446887936,Tumharay Khoon ka jo Karz Hai || ISPR Latest Song on Peshawar Martyr 108... https://t.co/bwwSCC0cij via @YouTube,Normal Speech
834030866053619713,🇵🇰main blasts inty hugye k ab hum kehti hain chota mota blast tha 5-6 log maray hain sirf ? 😐Rip humanity #Pakistan #CharsadaBlasts,Hate Speech
834030495444905985,"@PMOIndia sirji hum jaise bekari Kam hoti..aur yeh gunda gardi, murder, Kam hote..us paise se business karte aur naukri ke liye Koi jhanda",Normal Speech
834029077451378688,"Girls who put half avi ""banda onko kesay samjaye k agr onka murder ho gya to laash ki shnaakht kitni mushkil ho jaye gi😂😂""",Normal Speech
834028338893185024,@Sanju2411 @yadavtejashwi bhai vote to en ko hum sab me se hi na log karte hai har party me 50% lagbhag murder rape jaisa kam karne wala v,Normal Speech
834024233189654529,"@BJP4UP @PiyushGoyal @AmitShah Rape, Chori, daketi, gunda gardi, bhai giri, corruption n  garibo per atyachaar, ye sub bhi to kaam he h na",Normal Speech
834023389559980032,"@kavmayor @yadavakhilesh cheer he to h, rape thode na Kare h. Ese to hum galti bhi nahi kahe sakat #Mulayam Singh",Normal Speech
834023242314690560,Raipur - Grp Ke Teen Javano Par Rape Ki Kosish Ka Arop: https://t.co/xFPpz8fI0R via @YouTube,Normal Speech
834020807827390464,"@firkiii kisi ladki ka periods mein mandir jaana, kisi ladke ke lode mein se khoon nikalne par mandir jaane waali baat hai",Hate Speech
834010076272803841,Rape pe Ladko se galti ho jati hai tera baap bola. Gadhe baap ki aulad gadha hi hogi.,Hate Speech
834009833980514304,@sardanarohit Ghanshyam Tiwari se poochh lijiye badayu rape kand ka Doshi ko pakda gaya ya nhi,Normal Speech
834009127349272576,Khoon Chala (From Rang De Basanti) https://t.co/iHoor9MvT9,Normal Speech
834008925431332864,Mujhe nafrat hai un logo se jo muh par bolte hain song bekar hai aur baad mai bathroom mai earphones laga kar same song par dance krte.,Hate Speech
834006000055230467,@anihachaudhary  phr zameer jag jata hai apni bari but dosro ka kia wo kon sa apna khoon hoti hai kash soch change ho jy hum sub ki,Hate Speech
834003915079372800,@rohitsardana aaj ke neta bilkul mosquito ki tarah ho gaye hai jo bhedbhav ni dekhte bas jam kar khoon chooste h,Normal Speech
834003733440757760,@narendramodi sir hamare desh me rape jaisi jaghan apradh ko rokne k liy sarkaar kya kar rahi hai ?aap hamare PM ho iske liy hamein grw hai.,Normal Speech
833998029325733888,Abhi main tera khoon kar doon gye bout bolte ho https://t.co/76E4rn3vPk,Hate Speech
833997114149593088,Yar ye CVs apni hy likhi howi Story kyu bhul hate hain? #kasam https://t.co/pM2b8JublM,Normal Speech
833996305672335361,Ham sub aap se itefaq kerte hain lakin #RanaSanaUla akela nahein #Sharif bradran ki puri hamayat hai ye sub mil k terror phela rahe hain https://t.co/hJLskRRB4M,Normal Speech
833996102181457920,Tumharay Khoon ka jo Karz Hai || ISPR Latest Song on Peshawar Martyr 1080 HD: https://t.co/WaECXvKA2A via @YouTube,Normal Speech
833995531236077570,@RubikaLiyaquat @TarekFatah Sanjay bhansali Ke thappad Lagne par hindu terrorism bolne Wale ab kaha h. #Dogle,Normal Speech
833992961834831877,hauz khas mein bhi agar rape ho jaye toh log kahan safe hain ?,Normal Speech
833992688512872456,@ashokkmrsingh lol...gayi bhains paani mein...hatred at his best...,Normal Speech
833992238086684672,"@ashoksharma_RSS bilkul galat. usne kya sahi kaha hai mere bhai. I hate terror, I hate ISIS, woh to khud ISI ka agent hai",Hate Speech
833988415653810176,@neelendray @yadavakhilesh jis Ke upar rape ke mukdme hai chahe wo Kisi ki Party ka ho wo duniya ka sabse bada haramkhor h chahae kisi party,Hate Speech
833986840952729600,Ya log hi bhart ma aatank aur terrorism badhawa data hai https://t.co/2UBohI5WOl,Normal Speech
833983223172571137,@samkit000 @ikishoresharma  SuChai TO Ye Hai Ks Ki ArMy Rape kRti Hai Ab KhNa Ye B JOoTh hai,Hate Speech
833981735943667712,"@UT1163 ap to educated malum hote hain, agar aisa hai to ap pahle quran (holy book) ko parho, samjho aur nafrat se ruk jawo",Normal Speech
833981499850493953,@UT1163 ap jaise mere mitr Muslims ke khilaf sabhi ko bharka rahe hain. please stop sharing hatred against a particular religion.,Normal Speech
833976532498522112,@buntybathla sabhi log tere jaise chuitiye nhi hote aur unke liye education matlab sakha terror training camp nhi hain.ok,Hate Speech
833976351606571008,@chiragbarjati you mean hatred ke saath disbelief aa hi jata hai slowly?,Normal Speech
833975659991068673,@sami_sandhu @ikishoresharma aur teri to army hi terrorist ki hai jo rape karte hai lootte hai chor hai,Hate Speech
833958899199963140,"@RajYada79078613 Bhai unhone un hindu,s ko terrorist bata ke goli marvai. Hindu terrorism naam ka naya word invent kiya",Normal Speech
833955764309991424,"jis chutiye ne,  bhansali ko ek thappad lagne par ""HINDU TERROR "" naam de diya tha....ye sab uski ammi ke shauhar... https://t.co/r4ch7pI97A",Hate Speech
833952657714900992,@OmeeIndian @MediaCellSP imp seat h toh rape accused k liye prachar krenge hadd ho gyi... Arey taal dete schedule kahi or kr lete prachar,Normal Speech
833946403189747712,"@ZeeNewsHindi he is right akhilesh u.p may gundo ka palka kutha hai jo koi karwai nai kartha gundo par.u. p no1 state in muders,rape,",Hate Speech
833943367792758784,"Police k paas kisi bhi smsya ka smadhan nhi hota chahe paisa chori ho jaye smaan chori ho jaye, Murder ho jaye. Akhilesh Ke Jhooth",Normal Speech
833942983506530304,3 more blasts in Pakistan? Bomb phodh phodh ke ma chod do uss desh ki bhenchod!,Hate Speech
833942805986684928,@KONARKDIXITKD @OfficeOfRG @INCIndia @digvijaya_28 @UPCongress @UPCongressParty gandhi parivar me sab ke murder hi q huwe?,Hate Speech
833938932912050177,Ab Kaha gaye seculars bhoukne wale? Ye muslim terror nahi hai? Ekdum se Khul K besharmi se ghatiyapani ho raha hai. https://t.co/UB1LCLrngY,Hate Speech
833938118977974272,Hare rama hare rama ram ram hre hre ..... Hate Krishna hare Krishna hare krishna krishna hare ..... https://t.co/dKaaGJlgyp,Normal Speech
833932865255653376,@DishTV_India abhi tak koi call nahi aaya shame on you kab aaye ga srif paisa se matlab hai Aap logo ko i hate you dishtv,Normal Speech
833915466733146112,Dalbandin Thilismia k Shikar Aik Masoom Bachi ko O- Aur Aik Bachy ko A+ khoon kee Zarurat Hai Rabta Kare Bolan Blood Bank 03327914313,Normal Speech
833931951572660224,@TarekFatah sir inhone dikha diya aap hamla karke inki veins main kiska khoon behta hai ye bus ek bujurg par apni takat dikha sakte h,Hate Speech
833931659808485376,Justice Khosa ko samjhaain aisay remarks na dain warna blasts barhtay jaaingay,Normal Speech
833926923386449920,@thouheer50  ha re ek din media ko batana hi padega tabhi vo haramj pakda jayega varna paiso ke dam pe aur do tin murder kar dega.,Normal Speech
833924308229566464,"@iTousifKhan @pradeepkm2272 @meamabhishek Aur yeh bhi , 40million ke khoon se range hath dekh lo dhyan se https://t.co/xoEehKmmBh",Normal Speech
833924126708428800,"Dalbandin: Thilismia k Shikar Aik Masoom Bachi ko O- Aur Aik Bachy ko A+ khoon kee Zarurat Hai, Rabta Kare Bolan Blood Bank, 03327914313",Normal Speech
833919899667951616,@BJP4India @AmitShah lekin aaj Kal to Gujrat ki mataon ka gang rape Kar rhe aapke tuchhe karyakarta,Normal Speech
833915593078091776,@anuragkashyap72 kyu be halkat abhi tarek fatah par hamla hua tab tuje islamic terrorism mai dikha haramkhor .. sale gand me fatt gai teri,Normal Speech
833914911621251073,@pankhuripathak @sunny_congress jab MP mein vyapam ghotale ko chupane k liye 60 murder ho sakte h. Ye to uske saamne kuch b nai,Normal Speech
833903867339407361,"@BJP4India AUR HOGA BHI KYO NAA EK RAPISM AUR DUSRA TERRORISM DONO KI JORI WAHA WAHA POOOOO JAISI, DOSTO",Hate Speech
833901271459434496,@gabbarni Pata hi kin logon ne inko nafrat ka injection laga diya hai. Hamesha Hindu- Musalman Aur nafrat ki batain to karte rahte hain,Normal Speech
833898451981180928,@lalita_chhetri @ArvindKejriwal AAP PEHLE DILLI KA KHYAL RAKHEN PHIR DUSRON KI BAAT KAREN. RAPE CAPITAL BAN GAYA DILLI. KAB SUDHAREGA?,Hate Speech
833896968447463424,@BeingRizz phir bi akal nahi aya kashmiriyo ko..pakistani sena POK ki ladkiyo ka rape kar raha phir bi pakistan jana hai.,Normal Speech
833891988323852288,@angel_ank1 @beyhadh @g_grins @iamksgofficial @sonytv tum Loug ke pass Hate &amp; Curse ka time kaha se aata hai @jenwinget to Yai nahi sikhati?,Normal Speech
833890101079994373,"U.P.SAPA SARKAR,KE MUKHIYA JAB  Rape aropit  Mantri,ka Jan Sabha me smarthan karta ho,Mahilaon ki suraksha ka ashvasan ek dhokha",Hate Speech
833889990643945473,@DishTV_India mera channel q band kiya  i hate you faltu hai ye dishtv call karo jaldi,Hate Speech
833889977423511553,@prettypadmaja BJP haar RHI HAI kyoki BJP ka leader jhhuta Hai.jo bolta Hai vo NHI KIYA aaj tak.sirf nafrat Hai uske dil me,Hate Speech
833887777079119875,@alamgirizvi @yashukanpur @priyankac19 haan or bol.. ye voice suit kar rahi hai tere upar... apni hate jaari rakho.. or vote kharab karo.,Normal Speech
833880793529405441,Rape wahi log krte h. Jo khud kisi rape se paida hue hotel h,Normal Speech
833734455013539841,"Damashq: Sham Me Sarak Kinare Nasb Bomb Ka Dhamaka, 4 Roosi Fauji Halak, 2 Zakhmi, *Hitler Ka Phone 2 Lakh 40 Hazar Dollar Me Farokht,",Normal Speech
833874715336929281,@ArvindKejriwal sir naliya rape case in Gujarat kya aap bhi aise pagalbillo ko ticket doge,Hate Speech
833857680188067840,"Thori sharam karo. Aap ki auqat nahin Hafiz saeed per comment karne ki,, pehle BB k qatilon ko pakro,, dr asim ko phansi do, apna ehtsab kro",Normal Speech
833852447487619074,@tameez_hussain @BaloachNadir @HamidMirGEO jab se surgical strike ki hai na tumhre mujahid ki gand se khoon niklta hi India k bare me soch k,Normal Speech
833808909165064196,@AnchanLata @NK_INDIAN sayad rape waise hi hota hoga.train me logo ko marna punay  h apki najar me,Normal Speech
833789267994374153,@chhapri_wala @TarekFatah  kab se? jab se muslamano ne Hindu ka rape and balatkar karke kashmir se nikal diya tab se ya pahle se?,Hate Speech
833778306839359489,@Shehla_Rashid aur jo kisi ko mar kar apna dharm chalaye unse jayda nafrat krne wala koi ni,Hate Speech
833775243479150592,@Jayeshp2201 @sakhaparivar tum logo paise  milte paise k tttu andhe   ho kya 3 murder kis n kiye,Hate Speech
833774180852170753,Uff itni nafrat karachi se? Poora timeline hate tweets rts se bhar diya. Celebrate ur win yaar dil bara rakhen! https://t.co/P3U4P80dI0,Normal Speech
833774051537584130,"@HBR29 Jinki Pakistan ke liye sabse zyaada services hain, unhi ko sabse zyaada hate kiya jaata hai. Ultay log, ulta mulk",Normal Speech
833774011385577473,@alimehraj93 @bobbyjaraf @TarekFatah @kamaalrkhan to hindustani naam rakho ye terrorism failaane waale arbo ka naam kyu rakhtain ho,Normal Speech
833772872879452160,#GujaratKeGandhe aur unko chamcho ne Gujarat ke 35 mahilao ka rape karke MMS bana liye.  Unko gujrati pelenge is saal.,Hate Speech
833771874106609675,@amnaamna3388 @RehamKhan1 sharam karo Apni Baap ko Hate less karty ho Out bath karte ho islam ki,Hate Speech
833766176983568384,@KapilSibal chacha teri party ko 44 pe le aye the log 2014 me abhi tak malaal nahi gya tumhara isi tarah nafrat failao or agli baar 4 pe aao,Hate Speech
833764601355452416,"@Luttapi2 Maut ka saudagar bole woh, khoon ki dalali bole woh aur gutter zaban sanghi ki. Waah ji secularism ke chamche.",Hate Speech
833761664335912960,#Bollywood :  Abhijeet Bhattacharya: UP waalon ke khoon main hi politics hoti hai https://t.co/KfeFnZCayS,Normal Speech
833758476966981634,@digant128 hate to koi bhi kisi sey kar sakta hai mat bhed honey key karan muslim bhi muslim sey hate kar skta hai,Hate Speech
833756884834332672,"@jeetensingh @yadavakhilesh RaGa ka bhi ek case tha rape ka,👈 patanehi case ka kya hua.Tabhi Congress ki govt tha",Normal Speech
833756391751946241,@jeetensingh @yadavakhilesh unki family mai rapists ko encourage karna.Mujhe doubt hotahai unke upar kehi woha rape to nehi karte,Normal Speech
833751576187719682,@pankhuripathak mam humare yahaan gujarat ke naliya me in bjp valo ne rape kiya aur abhi tak pakde bhi nahi gaye,Hate Speech
833742202249609217,"@VirenderSehweg - LOL Cocky chootiya! Jab gali kie londey star ban jatey hia phir bhi jahil rehtey hia, dil mie nafrat rakhtey hai. #Example",Normal Speech
833741615097380864,#DhoniOurPride Dear goenkas aap dhoni KO kaptaani se hata skte ho lekin vaisa young captain kaha le laoge jiske khoon me kaptaani ho,Normal Speech
833738499371257856,"""Buzurg Shahri Ko Firing Kar Ke Qatal Karnay Walon Police Aahalkaron Ko Phansi Do"" https://t.co/f0BD58tJAa",Hate Speech
833738270160871424,@Rakeish1980 @TarekFatah I hate pakistanis in jaise logo ki wajah se hi mere  mulk hindustan ke do tukre huye,Hate Speech
833737809974456320,"@Wiseywoman I hate it, hostel me banti thi. Us din chawal me ghee aur namak daal ke khati thi",Normal Speech
833737027069890560,"Kaam bolta hai?  Despite rape allegations, Akhilesh Yadav campaigns for Gayatri Prajapati",Normal Speech
833736015915388928,@sudhirchaudhary @yadavakhilesh  Kya mahilayo ka Koi samman nai UP me? Agar hai to jinke upar rape case chal raha h unhe ticket Kyu?,Hate Speech
833735131538059264,"DIYA GAYA. AUR BHI SUNIYE KI MURDER CASE MEIN BHI F.I.R. ME NAAM DARG USKE SALE, SASUR,  SAAS, KA NAAM BARABANKI KI POLICE NE 5-5 LAKH",Normal Speech
