,Unnamed: 0,label,tweet,tokens,stem,lemmas,text
731,1462,1.0,@jyotyshekhawat1 jyoti shekhawat kis kutiya ka naam sala ek post bhi iska hindustani sabhyata se juda nahi hai atankwadi kutiya,"['user', 'jyoti', 'shekhawat', 'kis', 'kutiya', 'ka', 'naam', 'sala', 'ek', 'post', 'bhi', 'iska', 'hindustani', 'sabhyata', 'se', 'juda', 'nahi', 'hai', 'atankwadi', 'kutiya']",us jyot shekhaw kis kutiy ka naam sal ek post bhi isk hindustan sabhyat se jud nah hai atankwad kutiy,user jyoti shekhawat kis kutiya ka naam sala ek post bhi iska hindustani sabhyata se juda nahi hai atankwadi kutiya,"User Jyoti Shekhawat Which bitch's name Sala is not even a post associated with its Indian civilization Terrorist hut
"
732,1464,2.0,Urdu mein bhi same hi meaning hai jo Hindi mein hai \xf0\x9f\x98\x8a\nBut it's Hina's logic \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nShe can say Kutta kameena Saala bu\xe2\x80\xa6 https://t.co/Y4tyKHMd7c,"['urdu', 'mein', 'bhi', 'same', 'hi', 'meaning', 'hai', 'jo', 'hindi', 'mein', 'hai', 'xf0x9fx98x8anbut', 'it', 'is', 'hinas', 'logic', 'xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nshe', 'can', 'say', 'kutta', 'kameena', 'saala', 'buxe2x80xa6', 'url']",urdu mein bhi sam hi mean hai jo hind mein hai xf0x9fx98x8anbut it is hina log xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nshe can say kutt kameen saal buxe2x80xa6 url,urdu mein bhi same hi mean hai jo hindi mein hai xf0x9fx98x8anbut it be hinas logic xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nshe can say kutta kameena saala buxe2x80xa6 url,"urdu mein bhi same hi mean hai jo hindi mein hai xf0x9fx98x8anbut it be hinas logic xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nshe can say kutta kameena saala buxe2x80xa6 url
"
733,1466,0.0,@oitoii @bollywood_life @pinkvilla @BOCLive @tellychakkar @indiaforums Mjhe lgta tha bb shyd galat kr rhe h iske sa\xe2\x80\xa6 https://t.co/sS67Vhbec6,"['user', 'user', 'user', 'user', 'user', 'user', 'mjhe', 'lgta', 'tha', 'bb', 'shyd', 'galat', 'kr', 'rhe', 'h', 'iske', 'saxe2x80xa6', 'url']",us us us us us us mjhe lgta tha bb shyd gal kr rhe h isk saxe2x80xa6 url,user user user user user user mjhe lgta tha bb shyd galat kr rhe h iske saxe2x80xa6 url,"User user user user user user I used to think that the words are wrong, its success is 2 x 80 x 6 urls
"
734,1468,0.0,@niissh aap din ke kitne mushroom khati hain? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nsaala roz ka 5 mushroom khana padta hai gora hone ke liye \xf0\x9f\x98\xa5,"['user', 'aap', 'din', 'ke', 'kitne', 'mushroom', 'khati', 'hain', 'xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nnsaala', 'roz', 'ka', 'five', 'mushroom', 'khana', 'padta', 'hai', 'gora', 'hone', 'ke', 'liye', 'xf0x9fx98xa5']",us aap din ke kitn mushroom khat hain xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nnsaala roz ka fiv mushroom khan padt hai gor hon ke liy xf0x9fx98xa5,user aap din ke kitne mushroom khati hain xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82nnsaala roz ka five mushroom khana padta hai gora hone ke liye xf0x9fx98xa5,"How many mushrooms do you say the day of the day?
"
735,1470,0.0,"RT @george1edward: @KapilSibalteam @abb62 @AnthonySald @KapilSibal @Ravidevt @_ManmohanSingh How smarter Manmohan Singh\xe2\x80\x99s was ,Is n will be\xe2\x80\xa6","['rt', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'how', 'smarter', 'manmohan', 'singhxe2x80x99s', 'was', 'is', 'n', 'will', 'bexe2x80xa6']",rt us us us us us us us how smart manmoh singhxe2x80x99s was is n wil bexe2x80xa6,rt user user user user user user user how smarter manmohan singhxe2x80x99s be be n will bexe2x80xa6,"rt user user user user user user user how smarter manmohan singhxe2x80x99s be be n will bexe2x80xa6
"
736,1472,2.0,Is it?? Saala Party kidhar hai?? Inside news is Congis are still celebrating Pappu's coronation. Lets crash their p\xe2\x80\xa6 https://t.co/aYmkgNJJqm,"['is', 'it', 'saala', 'party', 'kidhar', 'hai', 'inside', 'news', 'is', 'congis', 'are', 'still', 'celebrating', 'pappus', 'coronation', 'let', 'us', 'crash', 'their', 'pxe2x80xa6', 'url']",is it saal party kidh hai insid new is cong ar stil celebr papp coron let us crash their pxe2x80xa6 url,be it saala party kidhar hai inside news be congis be still celebrate pappus coronation let us crash their pxe2x80xa6 url,"be it saala party kidhar hai inside news be congis be still celebrate pappus coronation let us crash their pxe2x80xa6 url
"
737,1474,2.0,Saala samaj nahi aa raha! \n\nNewsfeed hai ya\n\nVirat Anushka ki wedding Album!,"['saala', 'samaj', 'nahi', 'aa', 'raha', 'nnnewsfeed', 'hai', 'yannvirat', 'anushka', 'ki', 'wedding', 'album']",saal samas nah aa rah nnnewsfeed hai yannvir anushk ki wed alb,saala samaj nahi aa raha nnnewsfeed hai yannvirat anushka ki wed album,"There is no news available for this album
"
738,1476,2.0,@laluprasadrjd Kitna bhi joota maro saale ko..... Bahut soovar type ka insaan hai..... Mar ja saala @laluprasadrjd,"['user', 'kitna', 'bhi', 'joota', 'maro', 'saale', 'ko', 'bahut', 'soovar', 'type', 'ka', 'insaan', 'hai', 'mar', 'ja', 'saala', 'user']",us kitn bhi joot maro saal ko bahut soov typ ka insa hai mar ja saal us,user kitna bhi joota maro saale ko bahut soovar type ka insaan hai mar ja saala user,"No matter how much the user hits the shoe, the brother is a very golden type of person, he will die.
"
739,1478,2.0,"@RatanSharda55 @ushamohan1 Aiyar is a traitor, saala gaddhar, sooli pe lagalo sale ko\xf0\x9f\x98\x82","['user', 'user', 'aiyar', 'is', 'a', 'traitor', 'saala', 'gaddhar', 'sooli', 'pe', 'lagalo', 'sale', 'koxf0x9fx98x82']",us us aiy is a trait saal gaddh sool pe lagalo sal koxf0x9fx98x82,user user aiyar be a traitor saala gaddhar sooli pe lagalo sale koxf0x9fx98x82,"User Use IRB That Traitor Sala Gaddar Suli Pa Laga Sale Coqf
"
740,1480,2.0,RT @beingsau007: Koi saala dil de karib aunn dena nahi \n10 DAYS TO TZH,"['rt', 'user', 'koi', 'saala', 'dil', 'de', 'karib', 'aunn', 'dena', 'nahi', 'n10', 'days', 'to', 'tzh']",rt us koi saal dil de karib aun den nah n10 day to tzh,rt user koi saala dil de karib aunn dena nahi n10 days to tzh,"Rat user no fuckin heart give almost no pay 10 days
"
741,1482,2.0,Saala timeline hai ya Virat Anushka ki shaadi ki album !!,"['saala', 'timeline', 'hai', 'ya', 'virat', 'anushka', 'ki', 'shaadi', 'ki', 'album']",saal timelin hai ya vir anushk ki shaad ki alb,saala timeline hai ya virat anushka ki shaadi ki album,"Sala Timaline Hai or Virat Anushka's Wedding Album
"
742,1484,2.0,@smriti__irani @INCIndia Aur is gaadar party ko saala ithane pade likhe\nLog support karate hai jaise ki siddu aur buddu(manmohan singh),"['user', 'user', 'aur', 'is', 'gaadar', 'party', 'ko', 'saala', 'ithane', 'pade', 'likhenlog', 'support', 'karate', 'hai', 'jaise', 'ki', 'siddu', 'aur', 'buddumanmohan', 'singh']",us us aur is gaad party ko saal ith pad likhenlog support kar hai jais ki siddu aur buddumanmoh singh,user user aur be gaadar party ko saala ithane pade likhenlog support karate hai jaise ki siddu aur buddumanmohan singh,"Write support to the user user and Bay Gadar party so much that people like Siddu and Budhuman Mohan Singh
"
743,1486,2.0,@niissh \xf0\x9f\x98\x82\xf0\x9f\x98\x82 I Love mushrooms. par ye saala 80000 wala aukat ke bahar hai \xf0\x9f\x98\xa5\xf0\x9f\x98\xa5,"['user', 'xf0x9fx98x82xf0x9fx98x82', 'i', 'love', 'mushrooms', 'par', 'ye', 'saala', 'eighty thousand', 'wala', 'aukat', 'ke', 'bahar', 'hai', 'xf0x9fx98xa5xf0x9fx98xa5']",us xf0x9fx98x82xf0x9fx98x82 i lov mushroom par ye saal eighty thousand wal auk ke bah hai xf0x9fx98xa5xf0x9fx98xa5,user xf0x9fx98x82xf0x9fx98x82 i love mushroom par ye saala eighty thousand wala aukat ke bahar hai xf0x9fx98xa5xf0x9fx98xa5,"user xf0x9fx98x82xf0x9fx98x82 i love mushroom par ye saala eighty thousand wala aukat ke bahar hai xf0x9fx98xa5xf0x9fx98xa5
"
744,1488,0.0,RT @Enewsgh: Stonebwoy\xe2\x80\x99s \xe2\x80\x9cEOM\xe2\x80\x9d album OUT NOW \xe2\x80\x93 LISTEN HERE! https://t.co/JqMppfvHwk https://t.co/bXkcBETSPB,"['rt', 'user', 'stonebwoyxe2x80x99s', 'xe2x80x9ceomxe2x80x9d', 'album', 'out', 'now', 'xe2x80x93', 'listen', 'here', 'url', 'url']",rt us stonebwoyxe2x80x99s xe2x80x9ceomxe2x80x9d alb out now xe2x80x93 list her url url,rt user stonebwoyxe2x80x99s xe2x80x9ceomxe2x80x9d album out now xe2x80x93 listen here url url,"rt user stonebwoyxe2x80x99s xe2x80x9ceomxe2x80x9d album out now xe2x80x93 listen here url url
"
745,1490,0.0,RT @retheeshraj10: Modi :  Father of the nation \nSadhvi Pragya : Mother of the nation \nSmriti Irani :  Daughter of the nation \nSambit Patra\xe2\x80\xa6,"['rt', 'user', 'modi', 'father', 'of', 'the', 'nation', 'nsadhvi', 'pragya', 'mother', 'of', 'the', 'nation', 'nsmriti', 'irani', 'daughter', 'of', 'the', 'nation', 'nsambit', 'patraxe2x80xa6']",rt us mod fath of the nat nsadhv pragy moth of the nat nsmriti iran daught of the nat nsambit patraxe2x80xa6,rt user modi father of the nation nsadhvi pragya mother of the nation nsmriti irani daughter of the nation nsambit patraxe2x80xa6,"rt user modi father of the nation nsadhvi pragya mother of the nation nsmriti irani daughter of the nation nsambit patraxe2x80xa6
"
746,1492,0.0,RT @VivekKotak1: Yeh saala Chunky Pandey ka statue kaun banaya? #Maradona #MaradonaInKolkata https://t.co/fNjyJD0q9u,"['rt', 'user', 'yeh', 'saala', 'chunky', 'pandey', 'ka', 'statue', 'kaun', 'banaya', 'hashtag', 'hashtag', 'url']",rt us yeh saal chunky pandey ka statu kaun banay hasht hasht url,rt user yeh saala chunky pandey ka statue kaun banaya hashtag hashtag url,"The rt user has a valid pandey statue with no hashtag url
"
747,1494,0.0,#virushkaKiShadi #ViratWedsAnushka  #VirushkaWEDDING #VirushkaKiShaadi #virushkaKiShadi #VirushkaWEDDING video is\xe2\x80\xa6 https://t.co/ctsCZJTk8h,"['hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'video', 'isxe2x80xa6', 'url']",hasht hasht hasht hasht hasht hasht video isxe2x80xa6 url,hashtag hashtag hashtag hashtag hashtag hashtag video isxe2x80xa6 url,"hashtag hashtag hashtag hashtag hashtag hashtag video isxe2x80xa6 url
"
748,1496,2.0,@evelyn_sharma @ayushmannk @TSeries @rohansippy Nautanki saala,"['user', 'user', 'user', 'user', 'nautanki', 'saala']",us us us us nautank saal,user user user user nautanki saala,"user user user user nautanki saala
"
749,1498,2.0,Vote ke liye saala kuchh bhi karega!! https://t.co/xmeJCQC5NX,"['vote', 'ke', 'liye', 'saala', 'kuchh', 'bhi', 'karega', 'url']",vot ke liy saal kuchh bhi kareg url,vote ke liye saala kuchh bhi karega url,"URL will do anything for vote
"
750,1500,2.0,Pappu cant dance saala. https://t.co/yrxSD5OsMG,"['pappu', 'can', 'not', 'dance', 'saala', 'url']",pappu can not dant saal url,pappu can not dance saala url,"Pappu chun not dance sala url
"
751,1502,0.0,"KHOSKI:\nKhoski Wejho Damper Ae Motercycle Me Takar,Kolae Wasi Motercycle Sawar Nojawan 38 Saala M.Ibrahim Kachhi Faut","['khoskinkhoski', 'wejho', 'damper', 'ae', 'motercycle', 'me', 'takarkolae', 'wasi', 'motercycle', 'sawar', 'nojawan', 'thirty-eight', 'saala', 'mibrahim', 'kachhi', 'faut']",khoskinkhosk wejho damp ae motercyc me takarkola was motercyc saw nojaw thirty-eight saal mibrahim kachh faut,khoskinkhoski wejho damper ae motercycle me takarkolae wasi motercycle sawar nojawan thirty-eight saala mibrahim kachhi faut,"Younger Thirty-eight year old Abraham Kachhi Faut in Tarakkolai, a motorcyclist in the Khoskinkowski Vizho damper ay motorcycles
"
752,1504,0.0,Kaha tah kuch log Kabi Apko samaj nahee sakaty #SKMH #NAMALUNI #CORRUPTION ke khalaf 20 saala Struggle. MUFADPERAST\xe2\x80\xa6 https://t.co/Gq9vRHpEDS,"['kaha', 'tah', 'kuch', 'log', 'kabi', 'apko', 'samaj', 'nahee', 'sakaty', 'hashtag', 'hashtag', 'hashtag', 'ke', 'khalaf', 'twenty', 'saala', 'struggle', 'mufadperastxe2x80xa6', 'url']",kah tah kuch log kab apko samas nah sakaty hasht hasht hasht ke khalaf twenty saal struggle mufadperastxe2x80xa6 url,kaha tah kuch log kabi apko samaj nahee sakaty hashtag hashtag hashtag ke khalaf twenty saala struggle mufadperastxe2x80xa6 url,"If you do not have any log, you will not have to log in
"
753,1506,0.0,"@KapilSibalteam @abb62 @AnthonySald @KapilSibal @Ravidevt @_ManmohanSingh How smarter Manmohan Singh\xe2\x80\x99s was ,Is n wi\xe2\x80\xa6 https://t.co/g8x02Jb4NZ","['user', 'user', 'user', 'user', 'user', 'user', 'how', 'smarter', 'manmohan', 'singhxe2x80x99s', 'was', 'is', 'n', 'wixe2x80xa6', 'url']",us us us us us us how smart manmoh singhxe2x80x99s was is n wixe2x80xa6 url,user user user user user user how smarter manmohan singhxe2x80x99s be be n wixe2x80xa6 url,"user user user user user user how smarter manmohan singhxe2x80x99s be be n wixe2x80xa6 url
"
754,1508,0.0,Yeh saala Chunky Pandey ka statue kaun banaya? #Maradona #MaradonaInKolkata https://t.co/fNjyJD0q9u,"['yeh', 'saala', 'chunky', 'pandey', 'ka', 'statue', 'kaun', 'banaya', 'hashtag', 'hashtag', 'url']",yeh saal chunky pandey ka statu kaun banay hasht hasht url,yeh saala chunky pandey ka statue kaun banaya hashtag hashtag url,"This is the final page of the pandey whose hashtag url has been created
"
755,1510,2.0,@TheSherni foto mein pramod tiwari hai..ye saala suar hai..ek number ka gunda hai up east mein..,"['user', 'foto', 'mein', 'pramod', 'tiwari', 'haiye', 'saala', 'suar', 'haiek', 'number', 'ka', 'gunda', 'hai', 'up', 'east', 'mein']",us foto mein pramod tiwar haiy saal suar haiek numb ka gund hai up east mein,user foto mein pramod tiwari haiye saala suar haiek number ka gunda hai up east mein,"In the user photo, Pramod Tiwari is sala boar is a number punk in group east
"
756,1512,2.0,RT @KingZainabb: Saala timeline hai ya Virat Anushka ki shaadi ki album !!,"['rt', 'user', 'saala', 'timeline', 'hai', 'ya', 'virat', 'anushka', 'ki', 'shaadi', 'ki', 'album']",rt us saal timelin hai ya vir anushk ki shaad ki alb,rt user saala timeline hai ya virat anushka ki shaadi ki album,"Rat user is Sala Timeline or Virat Anushka's wedding album
"
757,1514,2.0,Dil apna\nFeeling apni\nSaala torr koi or jata hy\xf0\x9f\x92\x94,"['dil', 'apnanfeeling', 'apninsaala', 'torr', 'koi', 'or', 'jata', 'hyxf0x9fx92x94']",dil apnanfeel apninsaal tor koi or jat hyxf0x9fx92x94,dil apnanfeeling apninsaala torr koi or jata hyxf0x9fx92x94,"Dil apananfiling apni nasala toror someone else goes on
"
758,1516,0.0,"I liked a @YouTube video https://t.co/wkjJAN90q1 ""Sadi Gali Full Song"" Nautanki Saala \xe2\x98\x85 Ayushmann Khurrana, Pooja Salvi","['i', 'liked', 'a', 'user', 'video', 'url', 'sadi', 'gali', 'full', 'song', 'nautanki', 'saala', 'xe2x98x85', 'ayushmann', 'khurrana', 'pooja', 'salvi']",i lik a us video url sad gal ful song nautank saal xe2x98x85 ayushman khurran pooj salv,i like a user video url sadi gali full song nautanki saala xe2x98x85 ayushmann khurrana pooja salvi,"i like a user video url sadi gali full song nautanki saala xe2x98x85 ayushmann khurrana pooja salvi
"
759,1518,2.0,@moronhumor naraaz nahi TIGHT hai saala,"['user', 'naraaz', 'nahi', 'tight', 'hai', 'saala']",us naraaz nah tight hai saal,user naraaz nahi tight hai saala,"User annoyed, not tight, fuckin
"
760,1520,0.0,"@KapilSibal @JhaSanjay One thing is sure, MaunMohan is now exposed as a very vile treacherous character. Jisko saal\xe2\x80\xa6 https://t.co/kEB6Ksvceo","['user', 'user', 'one', 'thing', 'is', 'sure', 'maunmohan', 'is', 'now', 'exposed', 'as', 'a', 'very', 'vile', 'treacherous', 'character', 'jisko', 'saalxe2x80xa6', 'url']",us us on thing is sur maunmoh is now expos as a very vil treach charact jisko saalxe2x80xa6 url,user user one thing be sure maunmohan be now expose as a very vile treacherous character jisko saalxe2x80xa6 url,"user user one thing be sure maunmohan be now expose as a very vile treacherous character jisko saalxe2x80xa6 url
"
761,1522,0.0,"KHOSKI:\nKe Qareeb Dumper Ka Motercycle Ko Takkar, Kaloi Ka Rehaishi 38 Saala M.Ibrahim Kachhi Janbahaq, Lash Civil Hospital Badin Muntaqil","['khoskinke', 'qareeb', 'dumper', 'ka', 'motercycle', 'ko', 'takkar', 'kaloi', 'ka', 'rehaishi', 'thirty-eight', 'saala', 'mibrahim', 'kachhi', 'janbahaq', 'lash', 'civil', 'hospital', 'badin', 'muntaqil']",khoskink qareeb dump ka motercyc ko takk kalo ka rehaish thirty-eight saal mibrahim kachh janbahaq lash civil hospit badin muntaqil,khoskinke qareeb dumper ka motercycle ko takkar kaloi ka rehaishi thirty-eight saala mibrahim kachhi janbahaq lash civil hospital badin muntaqil,"Khoskin ki kabir dump ki taqka kalai ka khashi ka resident ka thihashi Thirty-eight year old Ibrahim Kachi Commuter Body Civil Hospital Budding Muntakil
"
762,1524,0.0,@MahphoojK @AdibaDare @alamgirizvi @mdbaid @ShamaAyyub @OfficeOfAS_ @DrSanjeevRajp4 @ManojMehtamm @pawanjhawat\xe2\x80\xa6 https://t.co/YW8Qf3wNSl,"['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'mentionxe2x80xa6', 'url']",us us us us us us us us mentionxe2x80xa6 url,user user user user user user user user mentionxe2x80xa6 url,"user user user user user user user user mentionxe2x80xa6 url
"
763,1526,0.0,@LOLiyapa @coolfunnytshirt bhai kya offered.. koi god nhi hai.. koi exist nhi karta..na bhagwan.. na allah.. na jes\xe2\x80\xa6 https://t.co/gAqXUXGPOE,"['user', 'user', 'bhai', 'kya', 'offered', 'koi', 'god', 'nhi', 'hai', 'koi', 'exist', 'nhi', 'kartana', 'bhagwan', 'na', 'allah', 'na', 'jesxe2x80xa6', 'url']",us us bha kya off koi god nhi hai koi ex nhi kartan bhagw na allah na jesxe2x80xa6 url,user user bhai kya offer koi god nhi hai koi exist nhi kartana bhagwan na allah na jesxe2x80xa6 url,"User User Bhai What Offer No Add No Exist Kartana Bhagwan Neither Allah nor Jesse 2x 80x 6 URL
"
764,1528,2.0,Saala News feed hai ya Virat Anushka ki wedding Album..,"['saala', 'news', 'feed', 'hai', 'ya', 'virat', 'anushka', 'ki', 'wedding', 'album']",saal new fee hai ya vir anushk ki wed alb,saala news fee hai ya virat anushka ki wed album,"There is a news fee or virat anushka wedding album
"
765,1530,2.0,@aajtak @TheHurera Madarchod he SAALA,"['user', 'user', 'madarchod', 'he', 'saala']",us us madarchod he saal,user user madarchod he saala,"User Usher Motherchid He Sala
"
766,1532,0.0,RT @ghanamusicnews: @stonebwoyb @ElormBeenie download #EOM Epistles of Mama Album full https://t.co/OzVmUxdAud https://t.co/a3ujUQ3QYc,"['rt', 'user', 'user', 'user', 'download', 'hashtag', 'epistles', 'of', 'mama', 'album', 'full', 'url', 'url']",rt us us us download hasht epistl of mam alb ful url url,rt user user user download hashtag epistles of mama album full url url,"rt user user user download hashtag epistles of mama album full url url
"
767,1534,2.0,@AnushkaSharma Saala mujhe bohot kushi hori.. H pata nahi q but that smile says it all.. It HAS MAGIC,"['user', 'saala', 'mujhe', 'bohot', 'kushi', 'hori', 'h', 'pata', 'nahi', 'q', 'but', 'that', 'smile', 'says', 'it', 'all', 'it', 'has', 'magic']",us saal mujh bohot kush hor h pat nah q but that smil say it al it has mag,user saala mujhe bohot kushi hori h pata nahi q but that smile say it all it have magic,"User Sala I don't know how much Kushi Hori is.
"
768,1536,2.0,@ashutosh83B Even ASAP did same during LS. MAI KARU TO SAALA CHARACTER DHILA HAI,"['user', 'even', 'as', 'soon', 'as', 'possible', 'did', 'same', 'during', 'ls', 'mai', 'karu', 'to', 'saala', 'character', 'dhila', 'hai']",us ev as soon as poss did sam dur ls mai karu to saal charact dhil hai,user even as soon as possible do same during ls mai karu to saala character dhila hai,"user even as soon as possible do same during ls mai karu to saala character dhila hai
"
769,1538,2.0,@itsMohitGaur Sabhi itne lonely hai toh saala condoms itne bikte kaise hai \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,"['user', 'sabhi', 'itne', 'lonely', 'hai', 'toh', 'saala', 'condoms', 'itne', 'bikte', 'kaise', 'hai', 'xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82']",us sabh itn lon hai toh saal condom itn bikt kais hai xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,user sabhi itne lonely hai toh saala condoms itne bikte kaise hai xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,"All the users are so lonely, so how are condoms sold so much?
"
770,1540,2.0,@Monami_tzznim @Aadil_Mansuri_ Dramebaaz hai saala..sympathy khau\xf0\x9f\x98\x82,"['user', 'user', 'dramebaaz', 'hai', 'saalasympathy', 'khauxf0x9fx98x82']",us us dramebaaz hai saalasympathy khauxf0x9fx98x82,user user dramebaaz hai saalasympathy khauxf0x9fx98x82,"User User Drambaaz Hai
"
771,1542,2.0,@KyaUkhaadLega Gay saala,"['user', 'gay', 'saala']",us gay saal,user gay saala,"User gay shop
"
772,1544,2.0,"@meamabhishek Aur tu saala dianasaurs ki aulad abhi bhi muthi mar kar kam chla rha hai.. saale sikude chutiye, chus\xe2\x80\xa6 https://t.co/b55WBJaiA8","['user', 'aur', 'tu', 'saala', 'dianasaurs', 'ki', 'aulad', 'abhi', 'bhi', 'muthi', 'mar', 'kar', 'kam', 'chla', 'rha', 'hai', 'saale', 'sikude', 'chutiye', 'chusxe2x80xa6', 'url']",us aur tu saal dianasa ki aulad abh bhi muth mar kar kam chla rha hai saal sikud chutiy chusxe2x80xa6 url,user aur tu saala dianasaurs ki aulad abhi bhi muthi mar kar kam chla rha hai saale sikude chutiye chusxe2x80xa6 url,"User and you fuckin daunsaurus's child is still working with a fist
"
773,1546,2.0,"""Film Guin\xc3\xa9en Foudou Te Saala 3""\xc2\xa0: https://t.co/6tgcFDaTCH via @YouTube","['film', 'guinxc3xa9en', 'foudou', 'te', 'saala', '3xc2xa0', 'url', 'via', 'user']",film guinxc3xa9en foudou te saal 3xc2xa0 url via us,film guinxc3xa9en foudou te saala 3xc2xa0 url via user,"film guinxc3xa9en foudou te saala 3xc2xa0 url via user
"
774,1548,0.0,@KapilSibal Inviting kasuri is obviously a crime when U not share any office with gov ...inviting ISI to ask them t\xe2\x80\xa6 https://t.co/sRLi60hhuu,"['user', 'inviting', 'kasuri', 'is', 'obviously', 'a', 'crime', 'when', 'you', 'not', 'share', 'any', 'office', 'with', 'gov', 'inviting', 'isi', 'to', 'ask', 'them', 'txe2x80xa6', 'url']",us invit kasur is obvy a crim when you not shar any off with gov invit is to ask them txe2x80xa6 url,user invite kasuri be obviously a crime when you not share any office with gov invite isi to ask them txe2x80xa6 url,"user invite kasuri be obviously a crime when you not share any office with gov invite isi to ask them txe2x80xa6 url
"
775,1550,2.0,@Atheist_Krishna Kya Bhai Yeh @ashutosh83B Saala Bhadva Hai Bhadava Agar Bhadavagiri Nahi karega Toh Saala Bhadva\xe2\x80\xa6 https://t.co/Des5Q1bUOe,"['user', 'kya', 'bhai', 'yeh', 'user', 'saala', 'bhadva', 'hai', 'bhadava', 'agar', 'bhadavagiri', 'nahi', 'karega', 'toh', 'saala', 'bhadvaxe2x80xa6', 'url']",us kya bha yeh us saal bhadv hai bhadav ag bhadavagir nah kareg toh saal bhadvaxe2x80xa6 url,user kya bhai yeh user saala bhadva hai bhadava agar bhadavagiri nahi karega toh saala bhadvaxe2x80xa6 url,"User, brother, this is a user year, Bhadwa, if Bhadwa will not do Bhadwagiri, then Sala Bhadwasi 2x 80x 6 URL
"
776,1552,2.0,@evelyn_sharma @ayushmannk @TSeries @rohansippy Nautanki Saala.,"['user', 'user', 'user', 'user', 'nautanki', 'saala']",us us us us nautank saal,user user user user nautanki saala,"user user user user nautanki saala
"
777,1554,0.0,RT @lewaqarahsan: Aesay bandar (Kohli) ki aek din ki zindagi sher (Afridi) ki 100 saala zindagi say behtar hai https://t.co/I21n0q9sj6,"['rt', 'user', 'aesay', 'bandar', 'kohli', 'ki', 'aek', 'din', 'ki', 'zindagi', 'sher', 'afridi', 'ki', 'one hundred', 'saala', 'zindagi', 'say', 'behtar', 'hai', 'url']",rt us aesay band kohl ki aek din ki zindag sher afrid ki one hundred saal zindag say beht hai url,rt user aesay bandar kohli ki aek din ki zindagi sher afridi ki one hundred saala zindagi say behtar hai url,"Rat user such monkey Kohli's one day life is better than Sher Afridi's one hundred year old life
"
778,1556,2.0,@S1dharthM @CosmoIndia Over Acting Ki Dukaan Hai Saala,"['user', 'user', 'over', 'acting', 'ki', 'dukaan', 'hai', 'saala']",us us ov act ki duka hai saal,user user over act ki dukaan hai saala,"User is the shopkeeper of the user over act
"
779,1558,0.0,RT @Dheeraj_truhind: @thetanmay What a tweet tanmay...cant stop \xf0\x9f\x98\x81 myslf.. Modi..a big big. Fkn ashl... Srsly.. I mean wh hs dng.. Aubh uthk\xe2\x80\xa6,"['rt', 'user', 'user', 'what', 'a', 'tweet', 'tanmaycan', 'not', 'stop', 'xf0x9fx98x81', 'myslf', 'modia', 'big', 'big', 'fkn', 'ashl', 'srsly', 'i', 'mean', 'wh', 'hs', 'dng', 'aubh', 'uthkxe2x80xa6']",rt us us what a tweet tanmayc not stop xf0x9fx98x81 myslf mod big big fkn ashl srsly i mean wh hs dng aubh uthkxe2x80xa6,rt user user what a tweet tanmaycan not stop xf0x9fx98x81 myslf modia big big fkn ashl srsly i mean wh hs dng aubh uthkxe2x80xa6,"rt user user what a tweet tanmaycan not stop xf0x9fx98x81 myslf modia big big fkn ashl srsly i mean wh hs dng aubh uthkxe2x80xa6
"
780,1560,0.0,5\xe2\x83\xa3 There's always a bunch of irritating kids who run around the venue and you wonder yeh kisne apne bacchey chorr d\xe2\x80\xa6 https://t.co/KWK65OVzOK,"['5xe2x83xa3', 'there', 'is', 'always', 'a', 'bunch', 'of', 'irritating', 'kids', 'who', 'run', 'around', 'the', 'venue', 'and', 'you', 'wonder', 'yeh', 'kisne', 'apne', 'bacchey', 'chorr', 'dxe2x80xa6', 'url']",5xe2x83xa3 ther is alway a bunch of irrit kid who run around the venu and you wond yeh kisn apn bacchey chor dxe2x80xa6 url,5xe2x83xa3 there be always a bunch of irritate kid who run around the venue and you wonder yeh kisne apne bacchey chorr dxe2x80xa6 url,"5xe2x83xa3 there be always a bunch of irritate kid who run around the venue and you wonder yeh kisne apne bache chor dxe2x80xa6 url
"
