,label,user,tweet,emb,cleaned_tweets,lemmas
121,1,931892850404483072,935952399889440768,"[ 4.578588    2.2405598   0.6101703  -1.8321103  -1.0562472  -1.0595628
  0.75144917  1.9330647   2.9606688   0.63522434  0.25959244 -1.9477693
 -2.8084471   4.5091543  -6.660133    0.48043782  2.0200226  -0.88954604
 -0.3014738   1.8972061  -6.0826893  -4.6818066  -1.9842283  -0.6625775
  1.4358281  -1.9803041  -0.46809065 -3.0670767   3.9722292   0.996775
 -1.6164638   1.2236484  -2.4640443  -0.8322852   0.9270595   6.099711
 -0.04152555 -4.285027   -0.42985567  3.3450558   2.667157    7.3577595
  6.3691487  -1.4200039   1.395557   -6.0327477   3.9677098   3.6514466
 -3.9011235  -2.6634324  -7.003328    6.4716268  -2.5584776  -0.9324628
  3.3475032   5.792556   -2.9685133   2.4726582  -1.1102159  -4.300015
  0.5559239  -0.8890149  -6.52179     2.2080853 ]","<User> <user> <user> <user> Hina Khan is a cunning and fraudulent fox. I was in today's task, so I did not know what to do. Just hit her.",<user> <user> <user> <user> hina khan chalak aur dhokebaaj lomdi hai mai aaj ke task mein hoti toh uska ka nak katke use shurpanakha banati i just hate her
122,1,1438029630,935951800158502912,"[ 0.57043076 -0.2459757   0.08496216  1.2851505  -1.1851047  -1.8555989
 -1.2537565  -0.9052262  -0.3791736   1.1436548  -1.9981334   0.4518961
 -0.02978878 -0.61211354 -0.814057   -0.8867876   1.0046098   0.9249291
  1.9508215   2.182618    0.48108894 -1.3214782  -1.2698048  -2.9413555
 -0.5601062  -0.35352108 -2.4400847  -1.0511317  -2.7534692   0.1269491
  0.18246704  0.10724329 -1.8547633  -0.73178446  0.19504735 -1.6667575
 -0.47681782  0.10683729 -2.3034136  -1.0827558  -2.0837154   0.4808622
 -1.1239507  -2.9801404   0.95668226  3.0206559  -1.2534306   0.5757742
 -2.5777247   0.46685165  0.7166399  -0.5248658   2.345483   -0.795052
 -0.8142715  -0.22376448 -0.6164416  -1.1427759   1.1517231   1.7234621
  0.532551   -1.117494   -0.08014442 -0.0315218 ]","The fact that I have been able to prove myself is that I am a victim of the crime, I have no doubt that he has the support of the person who has supported me, but I am sure that he has given you support. <hashtag> <user>",zillat ki jeet se behtar izzat ki haar hai vikas gupta ka kahna hai ke shilpa se sakht nafrat karte hai lekin aankh band kar ke support karte hai bhayya ye konsi nafrat hai <hashtag> <user>
123,0,337078965,935951388680642566,"[ 1.1753311  -0.41487017 -1.3046695  -0.923131   -0.25215152 -3.1663458
 -1.2279385  -1.1361241   4.4636254   0.9869956   2.2444315  -0.83987737
 -2.0943673   1.2127022   0.3123374  -0.47775516  1.0367208  -1.0231909
  1.5300854   0.40877074 -2.0137663  -1.8457577  -1.8771623   0.45774353
  0.7821881  -0.51700795 -0.4591485  -0.41599596 -0.48393112 -0.7091962
 -1.2609717   1.2795367  -2.1773338  -0.31604576  0.3622337   1.881718
  0.04750941 -0.34749612 -1.9608661   1.8078923   2.1318545   0.8998738
  0.05489649 -0.02141844  0.8412874  -4.6360097   2.0231972   0.38779402
  1.1499431  -0.80715555 -2.0147393   0.5600115   0.81994396 -0.11387689
 -0.20906393 -0.18834548 -3.8119433  -0.18880083 -1.3671621   1.0436594
 -1.0406754  -0.5681131  -1.9735821   1.2050163 ]","<User> Hina herself is looking at Shilpa's haircut Azz, her Tarun Toh India, a girl is cutting her hair from another girl, Het Hinaand Love Craft",<user> hina ne khud shilpa ke baal kate ajj apni trun toh india dekh raha hai ek ladki dusri ladki ke baal cut kar rahi hai hate hina nd love shilp
124,1,2556696444,935949457354452993,"[ 2.9994001   0.01161366  2.8248074   3.6622148  -5.3001466  -0.8728929
 -0.41911364  0.6473678  -2.2484808   3.3364205   0.4797582  -1.2295654
  0.17040057 -4.460002    2.9022884   1.5801669  -3.4084518  -0.6347708
  0.35890976  2.6843474  -5.085246    2.7435906  -3.8571467   4.3074803
 -0.22379747  1.0571933   2.3368602  -3.6643598   0.4986591  -2.3756402
  0.11236827  8.711319    1.66179    -1.6964333   2.228078    2.4787912
  1.4763902  -1.7920991   2.5222113  -0.52756935 -3.4616578   0.6168245
 -1.4446722   2.720557   -0.03660432  0.5961571   1.0716367  -1.4745616
 -2.3662174   0.3969305  -0.58893526 -0.13709047 -5.649963    1.896297
  5.390613   -3.3201313  -2.2481794  -1.7246281   1.7938646   2.7722943
 -3.114221   -1.4277091  -3.5885375   0.5334704 ]","<User> Yeh Thaat Bai Hoi Hate Salman Last time, Salman had spoken a lot, Gaurav Chopra and other man Maniru Manu used to keep",<user> yeah that be why i hate salman pichli baar bhi salman ne bahut bola tha gaurav chopra ko aur side manveer manu ki leta rehta tha
125,1,4088862069,935948578496942081,"[ 4.6436553   2.7803636   4.4638076  -4.0727177   2.20021    -4.142227
 -2.8904328  -1.7012984   1.7970881   0.14265116  1.2603321   3.5984461
 -1.5872374   1.7899181   0.44334576  0.91071206  3.7880135   1.077508
 -0.5874707   2.8949535   1.3532329  -1.2580237   0.6148578  -2.1547713
 -0.17850314 -1.081373   -1.3901482  -2.1064615   0.269877   -3.5681417
 -0.89493865  1.430283   -3.1562688  -0.89969957 -3.3928065   3.777713
  1.0177935  -0.82088625  1.5098069   0.5338755  -0.12753327 -6.7515063
 -3.9885395  -0.43106315 -5.104165   -3.2981608  -1.503024    5.204691
  3.7264252  -1.0471771  -3.8305283  -3.4179435  -2.0624983  -0.7199538
  1.2473985  -0.503368   -0.66798204  1.7437339   4.758693   -2.2032166
 -2.9648776   0.9964663   3.8898191  -3.281338  ]","When he did not get the usual Rakhi thing, he just kept it here.",i hate it jab samny rakhi cheez na milay matlab abhi tou men ny yahan rakhi thi zameen kha gae kya
126,0,931200225494032384,935947602654240768,"[ 0.9983385  -1.7762959  -0.46191347  3.7924452   3.2135305  -0.99953777
 -3.5451362   1.1332847   0.7575013  -0.34193534  2.0637987  -0.78818566
  1.9574895  -1.656098    0.3237202  -3.9796991  -2.186356    3.001819
 -0.7053867   2.772321   -1.3717972  -0.69501543  0.6652316   2.2548087
  1.3021019   1.8322423   1.2992685   0.7989161  -0.6976873  -1.597934
  2.2795053   0.94610155  3.2515633   1.6602483   0.8992864   3.0449247
  2.4855678   1.0512737  -1.6916004   0.09049064  1.5290895   0.93079364
 -0.7096821   0.25360474  1.2900182   3.6576235  -0.8712358   1.4871366
  1.0388744   0.18167943  0.263622    1.6652993   3.1522238   0.67905575
 -0.7895446  -1.6326534  -1.6536006  -1.6694893   0.6676157   3.3850071
  0.77879316  1.5283355  -1.9475716   0.11556213]","<User> <User> Chill Yar Shilpavo will not understand your blood will not burn after the rush, just wait for the picture and some of Nakamal Down",<user> <user> chill yaar shilpaawo nahi samjhegi apna khoon math jala gulab k pichewo bas akash pe taras kharahi aur kuch naicalm down
127,0,924140786123501570,935947175871344640,"[ 0.00498299 -0.00355432 -0.00500378  0.00389164  0.00742534 -0.00010439
  0.00084097  0.00549514  0.00300995  0.0075598   0.00681241 -0.0021274
 -0.00286896  0.00028526 -0.00564953 -0.0011178   0.00765568 -0.00142306
  0.00385182 -0.00669278 -0.00757591  0.00774972  0.00255293 -0.00064238
 -0.00334544 -0.00318473  0.00502843  0.00137584 -0.00640127 -0.00494741
 -0.00095644 -0.00766046  0.00741776 -0.00404334 -0.00336371 -0.00136968
 -0.00629709  0.00424184 -0.006007    0.00778873  0.00096626 -0.00382204
 -0.00476857 -0.00755961 -0.002484   -0.00337314 -0.00486242  0.00220206
 -0.00588613  0.00603717  0.00453836 -0.00046308  0.00251603 -0.00289628
 -0.00125865  0.00624167  0.00025482  0.00035411 -0.00010368 -0.00600221
 -0.00204804  0.00012781  0.00510385 -0.00771159]",<user> Acha hawa ki aur bhi aur gyi hamari ankho sudh ke keoon nahiye jaa rahi tha hain be not play well bhi geh gaar ni gandgi fahl hina khan or priyank kath milr,<user> acha hua k aap bahar aa gyi wrna hmari ankho s to khoon ki nadiyaan bah rhi thi you be not play well ben apne ghar m gandgi felai hai hina khan or priyank k sath milkr
128,1,2817190502,935947078173208577,"[ 0.48745924  3.288136    0.60561705 -3.080336   -0.57118964 -2.4140325
  0.6036659  -2.5150304   3.9484918   1.1210961  -2.9627428   1.0039849
 -2.6471143  -0.26822153 -1.00162    -1.1366277   2.8577342   2.561408
  0.7563242  -0.27503234  4.306717   -1.5971842  -2.29917     2.4698367
  3.8622634   2.1264153   0.2787526   0.89258194 -1.3446103  -0.5678688
  3.43943    -0.54890895  0.17928512 -3.0755289  -0.79776347  0.42699602
  2.3174822  -1.0958833  -2.4949303  -0.08071577  0.8281918   0.10770031
 -1.2395748   0.02719966  2.05204     0.5594128   1.2074585  -0.81052256
  0.59394526  0.19640784 -1.1094902   1.1856636   1.8846104   0.06831592
 -1.5182745  -0.8088036   1.0644695  -1.3574075  -1.3549708   1.9459573
  0.8644497   0.39597803 -0.56105644 -2.293195  ]","<user> <user> <user> <user> is the person you want to use, which is why they use and use all the words, they also want to swap something like this. <hashtag> hina khan haak thoooooooooo",<user> <user> <user> <user> ha kamyaji ye aapne sahi dekha hai esi hai wotabhi to sabhi use etna hate karte hai in se to swami om bhi achhe the yaar <hashtag> hina khan haak thooooooooook
129,0,849272523543990272,935946733158387715,"[ 6.6345884e-03 -7.0692686e-04 -7.0790490e-03 -1.4780746e-03
  3.4923982e-03  5.6210174e-03  1.0973146e-03  6.7271329e-03
 -1.9079508e-03  1.3184875e-03  2.9165514e-03 -3.2746855e-03
  6.6572581e-03  5.1877140e-03  6.7012962e-03  1.8172838e-03
  5.2723531e-03  4.4191061e-03  4.6608718e-03 -7.0157531e-03
  5.8485088e-03  6.4858953e-03 -9.4786845e-04  4.4643399e-05
  6.0732439e-03 -7.0224633e-03 -1.1431280e-03  6.1051422e-03
  1.3448198e-03  3.7939618e-03 -2.2522083e-03  7.4599538e-04
  2.5351313e-03  9.5869345e-04  7.1330923e-03 -6.9957483e-04
  9.2158059e-04  7.0139049e-03 -5.1919771e-03 -1.7761948e-03
 -6.6326754e-03 -3.9472017e-03 -6.1207307e-03 -7.5508729e-03
 -6.4558844e-05 -2.7113718e-03 -2.7857316e-03  7.3701432e-03
 -1.3015299e-03 -6.6049309e-03  6.8089301e-03 -6.8534608e-03
 -6.5795332e-03  7.7138022e-03  1.5366735e-03  7.4805133e-03
 -7.7086221e-03  5.9534316e-03 -1.9286170e-03  4.8797857e-04
 -2.2439531e-04  1.0149854e-03 -4.9961801e-03  4.6130475e-03]",<User> User> User> Adnan Jhelni 4 Super hit drum wafa from infidelity hatred in our house from <,<user> <user> <user> <user> <user> <user> adnan jeelani4 super hit dramas wafa bewafa se humare ghar mein mohabbat nafrat se aatish <url>
130,0,897488366765297664,935946511980036097,"[ 0.00678748  0.00756006  0.00742941 -0.00583595 -0.00020555  0.00642012
  0.00299849  0.00390389 -0.00274732  0.00313028  0.00245402  0.00491456
 -0.00617048 -0.00113355  0.00498074 -0.00493031 -0.00281478  0.00396351
  0.00709191  0.00107686  0.00731929  0.00283052 -0.00296541  0.0062759
 -0.00493545 -0.00378648 -0.00566235 -0.003256   -0.00307917 -0.00230397
 -0.00077964 -0.00158051 -0.00361499  0.00569535 -0.00758987 -0.00333983
 -0.00446338  0.00209587  0.00547029  0.00765398 -0.00310688 -0.00645176
 -0.00334537 -0.00101658  0.00440259 -0.00410408  0.00039882 -0.00093145
  0.00329492  0.00308905  0.00470608 -0.00446599 -0.00474643 -0.0009945
 -0.00730042  0.00554332 -0.00355081 -0.00566964  0.00705333  0.00761301
 -0.00633402  0.00765474  0.00491902  0.00722936]","<User> <user> <user> you will be the son of mine, you must have left your mother Amma, or else we are the Confident that we are the affair and yes the Gandu is also",<user> <user> <user> tu unhi kinajyaz aulaad hoga teri amma ka rape karkar chod diya hoga warna hume to yahi confirm chakke hain hijde hain aur han gandu bhi he
131,0,101419313,935945041977024512,"[-6.9734580e-03 -3.8518526e-03 -6.5991767e-03  9.3329785e-04
  2.9465051e-03  6.3337614e-03 -7.3168712e-04 -6.4422173e-05
 -6.9089406e-03 -7.7187857e-03 -3.5870404e-03 -1.9973540e-03
 -2.3502272e-03  7.6892320e-03 -4.3249773e-03  4.5798975e-03
  9.6098200e-04 -5.7410002e-03 -8.3645148e-04 -5.6266398e-03
 -3.2976193e-03 -4.7900784e-03  6.1592663e-04 -5.8010342e-03
  2.3286154e-04 -7.7994890e-03  7.2539002e-03  6.0218666e-03
  3.7406697e-03  4.9168256e-04  3.1832461e-03  5.7639589e-04
  7.5777252e-03 -7.1967882e-03 -5.7938443e-03  6.8747001e-03
 -5.3556385e-03 -4.4297604e-03 -1.0659265e-03  3.6090044e-03
  7.1087019e-03  2.3957416e-03  3.4425827e-03  7.2194514e-04
 -5.9388583e-03 -2.3329430e-03  1.3223034e-03  4.5024810e-04
  4.9869642e-03 -7.6324861e-03 -2.3077379e-03  1.7103038e-03
 -3.0551287e-03  7.7566816e-03 -6.7279129e-03 -5.3707119e-03
 -7.7891629e-03  3.0535392e-03  2.3012834e-03 -5.1116878e-03
 -2.1882166e-05  4.2389752e-03 -4.9743825e-03  6.0591701e-04]","Go to your bathroom to tear your family out of blood tears, start taking a chilli, tears of blood. Hashtag> <hashtag> <hashtag>",apne family ko khoon ke aansoo rulane wali bathroom ja ja ke khud mirchi lagnese khoon ke aansoo nikalne lagi <hashtag> <hashtag> <hashtag>
132,0,382170809,935944810879258624,"[ 0.00518367  0.00283974  0.00200222  0.0010475  -0.00234172  0.00679088
 -0.00324609  0.00317658 -0.00502904 -0.00577129  0.00556578  0.00767213
  0.00111768 -0.00104573  0.00079622 -0.00107028  0.00672195 -0.00564262
  0.00194993 -0.00299346  0.00554319 -0.00130673 -0.00023621 -0.00076727
  0.00513009 -0.00643955  0.00115475  0.00762808  0.00677954  0.00292713
 -0.00743237  0.00119311 -0.00608117 -0.00551411 -0.00224886 -0.00440957
 -0.00705507  0.00243413 -0.00743285  0.00326571 -0.00306207  0.00445656
  0.00176699  0.00270028 -0.00700389  0.00232587 -0.00616597  0.00234923
 -0.0073328  -0.00530836 -0.00498422  0.00169203  0.00253267  0.00135921
  0.00352298  0.00669761 -0.00758578 -0.00223859  0.00278997 -0.00041887
  0.00602182  0.00604934 -0.00026669  0.00383297]",<User> What he said on the matter of the Viayapan scandal jazzed more than Fifty has killed his Tau World record.,<user> wah wah kya baat he par viyapam ghotale ki jaaz me fifty se jyada murder ho gaye he apne tou world record bana diya saab badhai ho apko
133,1,926100672998543360,935944497145380864,"[ 7.810063    2.7302783   0.64601713  0.24792285 -4.671437   -3.6283467
 -2.4323752  -0.07097887  9.652607    2.7575629   4.929075   -5.4704475
 -4.1304502   2.680086    1.3188004   1.558923   -0.5190017  -6.833994
  1.6740886   4.799134   -0.29540113  2.9942288  -1.0536735  -6.897788
 -1.0863627   3.2967026  -8.014377   -0.52375686 -2.4237633   4.3105874
 -2.9474819  -5.0762377  -3.7133868   3.8219187   3.3521986  -0.7452543
 -4.583173   -1.5485877  -9.481812   -4.6586385   6.756971    1.802446
 -1.4789046  -0.43595833  2.8796258  -5.199243    1.6491472  -1.264116
 -7.2343073  -6.9309573  -4.7180934   5.885908   -5.651389    4.846915
  4.7933817   0.95594406 -0.44258046  0.03170727 -1.2055441   1.127164
  6.724626   -0.5441814  -2.5142918   6.4116306 ]",<User> Fake Hina Besaram Arshi's hatred only grossed us,<user> fake hina besaram arshi ki sakal se hi nafrat ho gyi hme
134,0,280352444,935944196464115712,"[-4.2700367e-03  4.2728307e-03 -4.9268971e-03  6.2972526e-03
 -6.2107784e-03  3.5252008e-03  6.8842387e-03  2.6976843e-03
  2.2640871e-03 -4.7708093e-04  2.7381950e-03 -5.1943869e-03
 -1.8994396e-03 -1.6237020e-03  1.3677455e-03 -6.7534968e-03
 -2.9417635e-03  3.8487960e-03 -6.0235541e-03  6.0613011e-03
  5.3375470e-03 -9.1413228e-04  2.2629823e-03  4.8628678e-03
 -7.3875702e-04 -4.9445806e-03 -7.6475623e-03  2.6872535e-03
 -7.5134244e-03 -1.5475082e-03 -1.4491247e-03 -3.0655528e-03
 -9.1997720e-04  2.2117769e-04 -5.9100469e-03 -5.9470367e-03
  7.0036212e-03  3.2414091e-03  4.2904066e-03 -4.0701414e-03
  5.5109509e-03  7.0213266e-03  2.5771309e-03 -7.3243864e-03
 -4.4908323e-03 -6.9069909e-03 -5.6775666e-06 -5.8367364e-03
 -5.5025420e-03 -7.5836601e-03  4.7000907e-03 -5.8453865e-03
  1.1564422e-03 -5.7500992e-03 -2.6808796e-04 -6.3656629e-03
  4.8399232e-03  7.3772734e-03  7.1170740e-03 -1.1301544e-03
 -2.5959807e-03 -4.6175476e-03  7.1878061e-03  7.0629199e-03]",<User> bay tag line bay i am crying blood tears yesterday was the mistake of myself and yelling itself <hashtag>,<user> be nahi tag line be main khoon ke aansu royi hu kal khud ki galti or khud hi chilla rahi thi <hashtag>
135,0,1014090902,935943928787931137,"[ 0.00610479  0.0056992  -0.00699521 -0.00060158  0.00152921  0.00182148
 -0.00014511  0.00372007  0.00586808 -0.00260165  0.007334    0.00324109
  0.00657355  0.00163809 -0.00663587 -0.00143934  0.00542716 -0.00409241
  0.00218997 -0.00492148  0.00598074  0.00344279  0.00218436  0.00231343
 -0.00416772 -0.00016856  0.00065835 -0.00412318 -0.00271795 -0.00763027
 -0.00692721 -0.00493756 -0.00282975 -0.00332814 -0.00279012  0.00274548
  0.00370329  0.00101777 -0.00329526  0.00409351  0.00266241  0.00380222
 -0.00012856  0.00148633  0.00233195  0.00104346 -0.007098    0.0034668
 -0.00519109  0.00099626  0.00201121 -0.00529984 -0.00233686  0.00260596
  0.00681481 -0.00652878  0.00340461  0.00085686  0.00031214  0.00230403
 -0.00641531 -0.00149418 -0.00510127 -0.0022921 ]",<User> <User> Hate Speech Case is Made Only With Mozier,<user> <user> hate speech case sirf mojahiro pe banty hae
136,1,877570998584971266,935942332020678660,"[-0.00611134  0.00089662 -0.0045822   0.00634813 -0.00228845 -0.00727362
  0.00441231  0.00050807 -0.00605774 -0.00550361 -0.00059863 -0.00308853
 -0.00410463 -0.00160429 -0.00596388  0.00080347 -0.00411438  0.00066302
  0.00127695 -0.00123099  0.00352329 -0.0031247   0.00357368  0.00084103
  0.00316052 -0.00404152 -0.00349511 -0.00120557  0.00491285 -0.0033275
 -0.0070024  -0.00551991 -0.00667062 -0.000471   -0.00204686  0.00537096
 -0.00705005  0.00767972 -0.00323719  0.0055679   0.00745267  0.00650466
 -0.00181286 -0.0009001   0.00220554  0.00069759  0.00117113  0.00045322
 -0.00675169 -0.0021572   0.00506746  0.0043141   0.00343688 -0.00751696
 -0.00283262 -0.00462908  0.00131838 -0.00039473 -0.00047993  0.00494367
  0.00496905  0.00542523 -0.00246765  0.000597  ]","<User> <user> <user> was the operator, how can you say that you are upset today that you are Hari O Hina's team? Hate u development and Shilpa",<user> <user> <user> sanchalk the to tum kese bol sakte ho kisiko uth za bol k aaj tumari vzase hari hey hina ki team i hate you vikas and shilpa
137,1,930500788396244992,935941380127342593,"[ 5.5102275e-05 -1.8869574e-03 -5.7276762e-03  4.4954623e-04
  3.1492554e-03  6.2478860e-03 -7.1333209e-03  4.7047851e-03
  5.3560743e-03  2.0777276e-03  4.6549826e-03 -6.4146980e-03
  5.0080684e-03 -4.2402321e-03 -6.3967253e-03  7.1899197e-03
 -5.4540504e-03  1.7085848e-03 -7.3161023e-03  2.6145289e-03
 -3.5370628e-03 -5.2818405e-03  2.7133110e-03 -4.9735885e-03
  3.7121109e-03 -6.8657631e-03  3.5320923e-03 -2.6685905e-03
  1.6967651e-03 -4.3276334e-03 -7.4797762e-03 -1.4799007e-03
 -3.0861408e-03  2.1047655e-03 -7.2507309e-03  2.2967637e-03
 -5.8007770e-04 -6.0045919e-03 -6.8774249e-04 -3.5136202e-03
  1.1750679e-03  3.3137298e-03  6.7372993e-03 -2.7907698e-03
 -4.8148702e-03 -1.7899252e-03 -6.2651648e-03  3.9583552e-03
  1.9836819e-03 -5.8817235e-03  3.5555966e-03  2.5094743e-03
  1.5641395e-03  4.3567880e-03 -6.3592275e-03  1.8213755e-03
  3.3022478e-04 -4.3390165e-03 -3.4132339e-03 -3.7974180e-04
 -3.6105770e-03 -6.6177528e-03  5.0548101e-03  4.4606809e-04]","<user> <user> If you do not vote on the main key, then you will be able to contact us and we will be able to contact you and you will not be able to contact us if you have any limitations. Let's find out if you have any questions.",<user> <user> abhi tk to main kisiko vote nahi kr rha tha par ab zarur larunga luv ko aur jitne baal uske kate h gandagi aur peeley daat n kasam itni nafrat ho chuki h na agr unhone itni limit tk jana tha toh saalo ko pehle hi ganja kr dete kyun hina n apne baal kate
138,0,933557451411955712,935940149090795520,"[ 1.7932075   4.404295    0.7035979  -6.917097   -2.1144075  -2.4566917
  2.6965418   2.0581396   0.8375291  -0.18840407 -5.954854   -0.27547994
 -2.033858   -4.324957   -0.71843845  3.7879288  -0.24192677 -2.5771377
  4.5667486   0.51529115 -1.2056345  -5.7876954  -3.1672773   0.8145604
  0.6938809  -1.6057558  -1.1273998  -1.0858324  -5.327868    0.3758326
 -0.30606404  2.158728   -1.1876144  -0.99637157 -2.7722573  -1.3215817
  1.2049886  -2.8646934  -1.6026076  -4.8320217  -3.4936295   4.452728
  6.1655655  -0.56724036 -1.5459086  -3.9268508  -3.2153962   2.3290977
 -3.4621656   6.4933076   0.88239056  2.0425076   1.0012366  -0.6332849
  1.0303501   2.9286573  -1.476829    2.3854005   0.70208377 -1.4364876
 -1.8319099   2.8355784  -0.10686048 -1.370758  ]","<user> If you have any stupid hobbies to log in to stupid logs, I will go to where I want to go and I hate what I'm trying to say, but I do not even know how to do it. and forty-seven hijackers",<user> yaha jo stupid haters log bark kar rhe be stupid log tum to kehto ho tum hina ke hater ho lekin mujhe jaha tak pta bai hum kiso ko hate karte hai to usske bare mai baat bhi karna pasand nhi karte lekin tumlog to two hundred and forty-seven hina ke barre mai baat karte ho no matter hate comment
139,0,934842222658297856,935939511728476160,"[ 0.00111338  0.00209179 -0.00016766 -0.006825    0.00769008  0.00049742
  0.00739087 -0.0003747  -0.00104516  0.00195188  0.0011496  -0.00378724
  0.00025287  0.00323903  0.00514054 -0.00229047 -0.00422262 -0.00763555
 -0.00337098 -0.00346145  0.0071044   0.0047482   0.00325533 -0.00459833
  0.00481254 -0.00100458 -0.00149322 -0.00532776  0.00772418  0.00711494
 -0.0030049  -0.00720436  0.00559312 -0.00464185  0.00456141  0.00718064
 -0.00545868  0.00589649 -0.00592962 -0.00073823  0.00055966 -0.0020178
  0.00654632 -0.00560084 -0.00597163 -0.00367361 -0.00021013  0.00394496
 -0.00513972  0.00337448  0.0003894   0.00664008 -0.00327484 -0.00194174
  0.00312007  0.00506551  0.00459862  0.00238225  0.00271613 -0.00717667
 -0.00549493 -0.00557324 -0.00694649  0.0022633 ]","<User> If Punishesh and Bandgi go to the dungeon, then you will become the second person in the Bigboss house.",<user> agar puneesh aur bandagi kalkothri m jate hai toh murder two ban jayegi bigboss k ghar m
140,0,931138596731367424,935938183509843968,"[ 1.2946415  -2.5459917  -3.6168392   2.2726827  -0.33536714 -1.9435664
  1.7065877   1.1170574  -0.3552068  -1.3668662   0.17675172 -1.9596918
  1.0886209   2.769967   -0.49380955 -0.5375964  -1.3549321   1.6967543
  0.73925704  0.7531182   0.79657465 -2.519052    0.7894097   1.3227996
  0.4167782  -2.1606593  -2.6502583   0.5978576   1.3184179   1.4996741
  0.8332118  -0.5986971  -2.9591289  -0.23576367  1.0783981  -4.1842422
 -1.5066069   2.2780433  -4.98609    -4.0200877   1.1479913   0.5436461
  2.1786735  -1.6322895  -0.86440665  1.6331481  -2.3822384   1.936304
 -3.1939864  -3.1132886   2.1317153  -1.286146    0.18615685 -1.5328017
 -0.58981097  1.2453054  -2.8745422   0.08004045  3.0737927  -1.3682393
 -2.2415378   1.781525   -0.5532022   1.0944387 ]",<User> <User> Can not Say Perfectly Craft and Punish Defend Yourself Do not Be a Martyr Jiao Craft Mother Kill Me Against Me Palazzo,<user> <user> ekdam ekdam sahi bolakehe nahi sakte shilpa or punish ka defend krte krte khud hi na shahid ho jayaao shilpa maa mujhse bhi khoon kardo plzz
141,1,934853841790558210,935936973939752960,"[ 1.9664807  -0.2503847  -0.10131282 -0.03529025 -1.9092942  -2.0319772
 -0.8323673   0.10839079  3.7618248   0.75292236  0.12218153 -1.8133845
 -1.4015691   1.9429773  -1.0204655   0.38579977  2.3658931  -3.0421815
  1.399447   -0.9945552   1.0704861  -0.12154232 -1.4679118   0.51537323
  0.95405555  1.7234458  -2.2821755  -0.6755775  -2.5275118  -1.7124486
  0.8387035   0.15542103 -2.2515738   0.12429932  0.47647056  1.621076
 -0.796248   -1.5001595  -1.5551146   1.4813535   3.293086   -1.8875427
 -2.3282654   0.20954087 -0.29967627  0.57620275  0.896069   -2.165234
 -1.5206354  -0.78311175 -0.96201533  1.8865919  -0.57106996  0.5052222
 -0.91340035  1.132984   -1.8952528  -0.202286   -1.0695676   2.2780042
  0.712619   -0.44076708 -0.45130065  0.867719  ]","<user> <user> <user> hahaha hina fare ki baat tum matte ko phaal tum ho tum ho ho hain hai hai hai hai hai hain hain hain, but shilpa ji plz abashi ko maa na krna we hate her bht ghatiya ki apke sit h",<user> <user> <user> hahaha hina fare ki baat tum mat kro duniya ki sabse fake tum ho or ye arshi badha hina hina kar rahi hai do din mai juta khyegi hina se but shilpa ji plz ab arshi ko kabhi accept maaf na krna we hate her usne bht ghatiya kiya apke sit h
142,1,903290796618768384,935936912950480896,"[ 0.45570496  3.7718747  -1.854383   -2.231295    1.1141609  -3.1473243
 -0.8490469  -1.4694426   4.4705997   0.83724487  1.0782206   0.45538953
 -2.8257053  -0.4360657  -1.4017687   0.89271045 -0.7476416   1.14864
  5.316679    0.48089197 -0.03516617 -2.4512794   1.0816703  -3.43121
  3.1547713   0.34303465 -1.0626578  -2.5664525  -2.570431   -0.41516155
 -0.06614067 -0.21301746 -4.9159346   1.9119878   0.9453508  -0.95148784
 -0.7689255  -2.6033046  -4.213214   -1.2563652  -0.36302927 -0.6928948
  1.0380352  -1.632368    1.7324665  -2.5476012   0.21530794 -0.60787565
 -1.3840362   0.6907773  -4.1684203  -1.8420433  -3.1210413   1.0340184
 -1.5557519  -0.74141425 -2.3361895   0.6189974   0.41288573 -1.2520853
 -0.09219281  1.0969712   2.1245902   3.8171272 ]",<User> <user> <user> <user> will not go and talk about <hashtag> solitaire is going to be waiting for him <hashtag> always hat you,<user> <user> <user> <user> nhi jayenge aur rahi baat <hashtag> tyagi ki uski to vaat lagni wali hai <hashtag> always hate you
143,0,828223968,935935441177542658,"[-2.131832   -2.003001    0.7038999   0.12344448 -3.2846835  -4.2177753
 -1.1545218  -1.8503586  -0.77160203 -4.1761637   4.370711   -5.4574523
 -2.64711    -3.04028     7.584259    3.4732668   3.2141032   6.678825
  4.0879865  -0.16107188  1.7924231  -5.5977798   4.635373    2.6862583
 -0.95671105  0.7165751   0.13364331  6.7111034  -4.189911   -2.4110744
  2.3950799   5.435207    2.679594    2.0853627   1.3546283   0.3478646
 -4.7129917   1.7682929   5.437935   -0.15168852 -5.141294   -6.6408834
  0.7021797  -5.8497505   3.4475558   0.30414405  1.1081649   4.1132245
  0.68990403  2.263429   -1.5344726  -5.4629498   2.51557    -4.0073752
 -1.77271    -2.891253    1.1502196  -3.0822904  -4.070751   -1.1512953
 -8.425742    3.9822822   2.6764026   2.80099   ]",The user who sentenced Mumtaz Qadri to hanging the dharna has nothing to do with Gillian Kish,<user> <user> dharna dalwanay ka lya jis judge na mumtaz qadri ko phansi ki saza di us ko kuch nahin or galian kis ko
